Genre,parent_genre,song_count
cameroonian pop,pop,100
chamber orchestra,orchestra,100
bahamian pop,pop,100
german prog,prog,100
power thrash,thrash,100
ilahiler,ilahiler,100
pinoy edm,edm,100
experimental electronic,electro,100
ukulele,ukulele,100
gyerekdalok,gyerekdalok,95
gamecore,gamecore,100
kannada hip hop,hip hop,42
drill dominicano,drill,86
derby indie,indie,100
belgian new wave,wave,100
t-pop girl group,pop,100
nordic ambient,ambient,100
rap tico,hip hop,100
milwaukee hip hop,hip hop,100
punk rock italiano,punk,100
musikkorps,musikkorps,96
wyoming indie,indie,100
yakuza,yakuza,98
classical cello,classical,100
swiss indie folk,folk,100
therapy,hip hop,100
british choir,choir,100
northern irish punk,punk,100
vegan straight edge,edge,100
punta,punta,100
hindustani instrumental,instrumental,100
musica paranaense,paranaense,100
mpb gospel,gospel,100
panpipe,panpipe,90
slam death metal,death metal,100
folklore venezolano,folk,98
japanese experimental,experimental,100
marimba de guatemala,guatemala,100
swiss folk,folk,100
british experimental,experimental,100
belgian modern jazz,jazz,100
gypsy fusion,fusion,100
ambient black metal,black metal,100
uma musume,musume,100
trot,trot,100
psychedelic blues-rock,rock,90
american 21st century classical,classical,100
nz metal,metal,100
dancehall guyanaise,dancehall,100
israeli techno,techno,97
maine indie,indie,100
northeast indian indie,indie,100
canadian indigenous hip hop,hip hop,100
norwegian alternative rock,rock,100
harpsichord,harpsichord,100
classic punjabi pop,pop,100
cork indie,indie,70
kansai indie,indie,100
tech trance,trance,100
polyphony,polyphony,100
chinese soundtrack,soundtrack,100
hmong pop,pop,100
breton folk,folk,99
punta rock,rock,100
brazilian indie rock,rock,100
psychedelic folk rock,rock,100
french garage rock,rock,100
greek psychedelic rock,rock,100
lezginka,lezginka,100
uppsala indie,indie,100
jig and reel,reel,100
chattanooga indie,indie,99
cleveland indie,indie,100
ny roots,roots,100
indie folk italiano,folk,99
kuduro,kuduro,100
neo-psicodelia brasileira,brasileira,100
bisaya rap,hip hop,100
canadian comedy,comedy,100
afro psych,psych,100
kalmar indie,indie,100
grunge pop,grunge,100
language,language,100
technical black metal,black metal,100
nephop,nephop,100
neo kyma,kyma,96
lafayette indie,indie,98
czsk reggae,reggae,100
deep liquid,liquid,100
anglican liturgy,liturgy,95
orquesta tipica,tipica,100
hungarian indie,indie,100
italian renaissance,renaissance,100
street punk espanol,punk,100
west virginia indie,indie,100
british dance band,band,100
deep contemporary country,country,100
lancaster pa indie,indie,100
antilliaanse rap,hip hop,100
hungarian underground rap,hip hop,100
african electronic,electro,100
irish rebel song,song,100
zurich indie,indie,100
belgian jazz,jazz,100
zydeco,zydeco,100
leipzig indie,indie,100
swedish psychedelic rock,rock,100
neo-pagan,neo-pagan,100
ecuadorian alternative rock,rock,100
slushwave,slushwave,100
new orleans americana,americana,100
experimental techno,techno,100
lldm,lldm,100
neurostep,neurostep,100
faroese pop,pop,100
abstract idm,idm,100
musica michoacana,michoacana,100
dutch blues,blues,100
traditional soul,soul,100
punk melodico chileno,punk,100
german dnb,drum and bass,100
polish jazz,jazz,100
sambass,sambass,100
jazz catala,jazz,99
sitar,sitar,100
kazakh indie,indie,93
musica baiana,baiana,100
japanese edm,edm,98
japanese boom bap,bap,100
minneapolis metal,metal,100
canadian garage rock,rock,100
techno rave,techno,100
lancashire indie,indie,100
zambian hip hop,hip hop,100
indonesian post-hardcore,post-hardcore,100
string band,band,94
yugoslav new wave,wave,100
boogie,boogie,100
irish dance,dance,100
doomcore,doomcore,100
greek rock,rock,100
canadian psychedelic,psychedelic,100
brazilian techno,techno,100
precure,precure,100
american romanticism,romanticism,100
skramz,skramz,79
country boogie,country,100
musica evangelica instrumental,instrumental,100
mgp,mgp,100
czech indie,indie,100
deep brazilian pop,pop,100
experimental indie,indie,100
winnipeg hip hop,hip hop,100
modern psychedelic folk,folk,100
tassie indie,indie,100
brazilian dnb,drum and bass,100
dronescape,dronescape,100
kamen rider,rider,100
punk tuga,punk,100
musica potiguar,potiguar,100
panamanian rock,rock,100
east anglia indie,indie,100
japanese idm,idm,100
jazz violin,jazz,100
synthwave brasileiro,brasileiro,100
electronica peruana,electro,100
trinidadian reggae,reggae,100
arkansas indie,indie,100
eritrean pop,pop,100
swedish prog,prog,100
latino comedy,latin,95
baptist gospel,gospel,100
tamil worship,worship,100
disney polska,ska,100
rap portuense,hip hop,93
minneapolis punk,punk,100
shoegaze brasileiro,brasileiro,100
south african r&amp;b,r&amp;b,100
nordnorsk rap,hip hop,100
chinese indie pop,pop,100
indonesian punk,punk,100
humppa,humppa,100
uk stoner rock,rock,100
corsican folk,folk,100
kannada pop,pop,100
acid trance,trance,100
deep ragga,ragga,90
belgian electronic,electro,100
junior songfestival,songfestival,100
hardcore punk espanol,punk,100
industrial techno,techno,100
singaporean hip hop,hip hop,100
hindustani vocal,vocal,79
progressive alternative,alternative,100
french post-punk,punk,100
maine hip hop,hip hop,100
bomba y plena,plena,100
euskal indie,ska,100
trad quebecois,quebecois,100
german electronica,electro,100
spanish classical,classical,100
russian old school hip hop,hip hop,100
japanese worship,worship,100
fijian pop,pop,100
german black metal,black metal,98
nordic contemporary classical,classical,97
atlantic canada hip hop,hip hop,100
traditional scottish folk,folk,100
iowa hip hop,hip hop,100
essex indie,indie,86
argentine hardcore,hardcore,100
atmospheric post-metal,metal,100
street band,band,100
deep dance pop,pop,100
lebanese indie,indie,100
musica portuguesa contemporanea,contemporanea,100
kurdish rock,rock,100
taiwan rock,rock,100
deep metalcore,metalcore,100
uk noise rock,rock,100
muzika l'yeladim,l'yeladim,100
german melodeath,melodeath,100
galego,galego,100
nordic classical piano,classical,94
indie rock colombiano,rock,100
scottish hip hop,hip hop,100
chaabi marocain,marocain,100
italian folk,folk,100
turkce trap metal,trap,100
forest psy,psy,100
black death,death,100
experimental club,club,100
hungarian techno,techno,100
luxembourgian indie,indie,100
guitarra clasica,clasica,100
dc indie,indie,100
ghettotech,ghettotech,63
deep german indie,indie,100
rock tico,rock,87
ruta destroy,destroy,100
second line,line,100
mongolian pop,pop,100
zim urban groove,groove,100
vintage chanson,chanson,100
isle of wight indie,indie,100
singaporean electronic,electro,100
japanese house,house,100
calgary indie,indie,100
korean soundtrack,soundtrack,100
swedish blues,blues,100
uruguayan indie,indie,96
cornwall indie,indie,96
austin rock,rock,100
zambian pop,pop,100
musique acadienne,acadienne,100
magyar mulatos,mulatos,100
metal gotico,metal,90
salsa cristiana,salsa,100
experimental guitar,guitar,100
ghanaian gospel,gospel,97
puglia indie,indie,100
dancehall colombiano,dancehall,100
romanian folk,folk,100
birdsong,birdsong,100
punk galego,punk,100
norrbotten indie,indie,100
vlaamse cabaret,cabaret,100
pinoy metal,metal,100
crack rock steady,rock,100
malaysian punk,punk,100
celtic harp,harp,100
cosmic black metal,black metal,100
bangladeshi rock,rock,100
christian dance,dance,76
gothic post-punk,punk,100
denver metal,metal,100
martial industrial,industrial,100
australian experimental,experimental,100
bagpipe,bagpipe,59
bagpipe marching band,band,100
japanese psychedelic rock,rock,100
canadian experimental,experimental,59
noise punk,punk,100
guidance,guidance,100
8-bit,8-bit,100
disney svenska,ska,100
polish contemporary classical,classical,100
cuento infantile,infantile,100
mallet,mallet,100
indonesian death metal,death metal,100
cabaret,cabaret,100
modern jangle pop,pop,100
deep happy hardcore,hardcore,100
lo star,star,100
irish drill,drill,100
tango cancion,cancion,100
indonesian hardcore,hardcore,88
vintage italian pop,pop,100
classical soprano,classical,100
navajo,navajo,100
deep funk ostentacao,funk,100
albany ny indie,indie,100
gospel italiano,gospel,100
mindfulness,mindfulness,56
neo metal,metal,100
baltic post-punk,punk,98
sefardi,sefardi,100
metal colombiano,metal,100
bolivian rock,rock,100
deep psychobilly,psychobilly,100
estonian rock,rock,100
dreampunk,punk,100
western saharan folk,folk,100
milwaukee indie,indie,31
gundam,gundam,97
musique tahitienne,tahitienne,100
english renaissance,renaissance,100
norwegian prog,prog,100
deep progressive rock,rock,100
classic danish rock,rock,88
lund indie,indie,100
atmospheric post-rock,rock,100
psychedelic space rock,rock,100
tijuana indie,indie,100
canadian post-punk,punk,100
uwielbienie,uwielbienie,100
dresden indie,indie,81
wisconsin indie,indie,100
muzica copii,copii,100
macedonian folk,folk,100
montana indie,indie,98
indie cristao,indie,100
pei indie,indie,100
garage punk blues,punk,100
swiss alternative rock,rock,100
sami,sami,100
light music,music,100
xhosa,xhosa,100
sega mauricien,mauricien,100
experimental synth,synth,100
austro-german modernism,modernism,100
classic nepali pop,pop,100
guitarra argentina,argentina,100
ragtime,ragtime,100
finnish doom metal,doom metal,100
israeli folk,folk,100
canadian psychedelic rock,rock,100
south african deep house,house,100
maltese pop,pop,100
swiss singer-songwriter,singer-songwriter,100
muzica etno,etno,100
deep funk,funk,100
musica valenciana,valenciana,100
mumbai indie,indie,100
maskandi,ska,100
trap cristiano,trap,100
experimental psych,psych,97
new england metal,metal,100
chinese classical piano,classical,100
cornetas y tambores,tambores,100
gotlandsk musik,musik,99
japanese techno,techno,100
indian underground rap,hip hop,100
canadian post-rock,rock,100
cantaditas,cantaditas,86
candomble,candomble,100
dark ambient,ambient,78
deep progressive trance,trance,100
post-disco soul,soul,100
massage,massage,100
musique pour enfant quebecois,quebecois,99
yakut pop,pop,100
macross,macross,100
virginia indie,indie,100
atmospheric doom,doom,100
classical harp,classical,100
folklore veracruzano,folk,100
orthodox chant,chant,100
swedish post-hardcore,post-hardcore,87
kansas indie,indie,99
powwow,powwow,100
chinese instrumental,instrumental,100
musica goiana,goiana,100
indie tico,indie,100
swedish underground rap,hip hop,100
south african country,country,83
afrobeat fusion,fusion,57
komedi,komedi,98
finnish progressive metal,metal,100
russian experimental electronic,electro,100
hip hop boliviano,hip hop,100
west yorkshire indie,indie,98
vintage broadway,broadway,54
pop catracho,pop,100
finnish soul,soul,98
cybergrind,cybergrind,100
native american hip hop,hip hop,100
marathi devotional,devotional,100
chinese folk,folk,100
old school hard trance,trance,42
deep neofolk,folk,100
stuttgart indie,indie,100
dark psytrance,trance,100
early american folk,folk,100
pittsburgh metal,metal,100
vintage cantonese pop,pop,100
euskal metal,ska,100
sevilla indie,indie,100
bansuri,bansuri,80
australian blues,blues,100
contemporary folk,folk,100
kansas hip hop,hip hop,100
galician folk,folk,100
musica occitana,occitana,94
jazz flute,jazz,100
punk colombiano,punk,94
oberkrainer,oberkrainer,100
goralski,goralski,70
icelandic post-punk,punk,100
romanian electronic,electro,100
rautalanka,rautalanka,100
pakistani rock,rock,100
funeral doom,doom,100
forro instrumental,instrumental,100
moderne ludovky,ludovky,73
german stoner rock,rock,100
boston electronic,electro,100
super sentai,sentai,100
surinamese hip hop,hip hop,100
german street punk,punk,100
pre-war blues,blues,100
french dnb,drum and bass,98
nohay,nohay,100
japanese girl punk,punk,81
hypnosis,hypnosis,95
musica mallorquina,mallorquina,100
blues mexicano,blues,100
gambian pop,pop,100
bossa nova jazz,jazz,100
pretty rhythm,rhythm,100
street punk,punk,100
japanese traditional,traditional,100
finlandssvenska musik,ska,100
capoeira,capoeira,100
barnalog,barnalog,100
madrigal,madrigal,98
odia pop,pop,100
cambodian pop,pop,100
weightless,weightless,100
danish black metal,black metal,100
rap chretien,hip hop,100
tzadik,tzadik,100
taiwan instrumental,instrumental,100
dutch jazz,jazz,100
belgian death metal,death metal,100
german classical piano,classical,100
son cubano clasico,clasico,100
lawrence ks indie,indie,100
lithuanian indie,indie,100
latvian indie,indie,100
khayal,khayal,100
deep folk metal,metal,100
rock campineiro,rock,100
serbian electronic,electro,100
rock goiano,rock,100
arizona punk,punk,100
caucasian classical,classical,100
finnish electro,electro,100
military cadence,cadence,100
malmo indie,indie,100
trio batak,batak,100
nijisanji,nijisanji,75
mbira,mbira,100
folklore cuyano,folk,74
xinyao,xinyao,56
ilocano pop,pop,100
southeast asian post-rock,rock,100
indie singer-songwriter,indie,68
epic doom,doom,100
modern big band,band,100
italian post punk,punk,88
telugu indie,indie,100
uilleann pipes,pipes,100
south dakota indie,indie,100
vinahouse,house,100
circus,circus,88
geek folk,folk,98
mexican tech house,house,82
solomon islands pop,pop,100
spanish jazz,jazz,100
vapor house,house,99
friese muziek,muziek,100
american choir,choir,100
ukrainian metal,metal,100
musica mapuche,mapuche,100
russian folk metal,metal,100
old school nederhop,nederhop,100
indonesian deathcore,deathcore,100
swedish experimental,experimental,100
russian romance,romance,100
indorock,rock,84
norman ok indie,indie,100
memphis indie,indie,100
japanese melodic punk,punk,100
somali pop,pop,79
detske pisnicky,pisnicky,98
finnish progressive rock,rock,100
macedonian pop,pop,100
turkish post-punk,punk,86
talentos brasileiros,brasileiros,100
south african electronic,electro,100
serialism,serialism,71
austrian black metal,black metal,100
semarang indie,indie,95
lagu sabahan,sabahan,100
sinhala indie,indie,100
violao classico,classico,100
cancoes infantis,infantis,100
greek black metal,black metal,100
house argentino,house,100
yemeni pop,pop,100
koligeet,koligeet,100
italian death metal,death metal,100
slovak electronic,electro,98
cavernous death metal,death metal,100
swiss worship,worship,100
cascadian black metal,black metal,100
brazilian death metal,death metal,100
balfolk,folk,100
brazilian tech house,house,96
rogaland indie,indie,100
experimental indie rock,rock,67
hampton roads indie,indie,100
medieval,medieval,98
american oi,oi,100
deep east coast hip hop,hip hop,100
bemani,bemani,100
polish folk metal,metal,100
polish hardcore,hardcore,81
post-punk mexicano,punk,100
portuguese metal,metal,100
irish banjo,banjo,100
bahai,bahai,88
chaotic black metal,black metal,100
jazz venezolano,jazz,100
musica indigena mexicana,mexicana,100
ukrainian experimental,experimental,99
rwandan pop,pop,100
gospel soul,soul,100
emocore,emo,100
faroese indie,indie,100
musica mocambicana,mocambicana,100
concert band,band,100
sierra leonean pop,pop,100
london on indie,indie,100
malayalam hip hop,hip hop,80
uk rockabilly,rock,100
a3,a3,100
malagasy pop,pop,97
pornogrind,pornogrind,100
rajasthani pop,pop,100
thai instrumental,instrumental,100
estonian electronic,electro,71
hard rock mexicano,rock,100
contrabass,contrabass,100
marathi traditional,traditional,99
turkish classical performance,classical,98
lagu aceh,aceh,82
libyan pop,pop,100
new york death metal,death metal,100
springfield mo indie,indie,100
washboard,washboard,77
lustrum,lustrum,100
tijuana electronic,electro,74
lagu bali,bali,100
prepared piano,piano,100
japanese bedroom pop,pop,92
scratch,scratch,100
norwegian death metal,death metal,100
szanty,szanty,65
tribute,tribute,100
uae indie,indie,81
portuguese folk,folk,100
go-go,go-go,100
gospel singers,gospel,100
joropo,joropo,100
voidgrind,voidgrind,100
swiss black metal,black metal,100
german death metal,death metal,100
new wave of osdm,osdm,100
klapa,klapa,80
indian jazz,jazz,100
lounge house,house,100
caracas indie,indie,100
pashto pop,pop,100
underground boom bap,bap,100
neo-crust,neo-crust,100
polish thrash metal,thrash metal,100
musique touareg,touareg,49
romanian indie,indie,75
traditional english folk,folk,100
italian post-rock,rock,100
southern china indie,indie,100
italian punk,punk,100
death industrial,industrial,100
musica eletronica brasileira,brasileira,100
forro manauara,manauara,100
czech electronic,electro,100
musica antigua,antigua,100
chill baile,baile,100
hawaiian indie,indie,100
slovak folk,folk,100
bosnian indie,indie,100
swedish post-punk,punk,100
musica de intervencao,intervencao,100
german blues,blues,100
knoxville indie,indie,100
nordic shoegaze,shoegaze,89
canadian death metal,death metal,100
hengelliset laulut,laulut,100
taiwanese indigenous,indigenous,100
rock progressif francais,rock,100
dutch classical piano,classical,100
military band,band,100
gospel rap,hip hop,100
brazilian blues,blues,100
russian post-rock,rock,98
finnish worship,worship,92
psych gaze,gaze,82
swiss jazz,jazz,100
beninese pop,pop,100
sungura,sungura,81
electronica cristiana,electro,100
manitoba country,country,76
argentine jazz,jazz,100
zenonesque,zenonesque,100
drill tuga,drill,100
swedish rock-and-roll,rock,100
danish punk,punk,100
breaks,breaks,99
marimba mexicana,mexicana,100
irish classical,classical,100
dundee indie,indie,100
cymraeg,cymraeg,89
rap metalcore,metalcore,100
erotica,erotica,100
west african jazz,jazz,100
classic afrobeat,afrobeat,91
polyphonies corses,corses,100
adelaide indie,indie,100
disney dansk,dansk,73
remix product,product,100
detske pesnicky,pesnicky,100
northeast indian hip hop,hip hop,100
slovenian rock,rock,100
chinese classical performance,classical,98
bangalore indie,indie,100
umea hardcore,hardcore,72
liechtenstein,liechtenstein,95
barbershop,barbershop,100
telugu devotional,devotional,90
dainuojamoji poezija,poezija,78
classical trumpet,classical,100
prog quebec,quebec,100
jalsat,jalsat,100
polish modern jazz,jazz,100
tamil devotional,devotional,69
chinese electronic,electro,100
classic moroccan pop,pop,100
nova musica maranhense,maranhense,89
trash rock,rock,100
canadian rockabilly,rock,100
brasilia indie,indie,100
klezmer,klezmer,100
rock gotico,rock,100
indie fuzzpop,pop,100
ukrainian classical piano,classical,100
makina,makina,100
early music choir,choir,99
african percussion,percussion,91
finnish black metal,black metal,100
bisrock,rock,100
indie michoacano,indie,100
kenyan hip hop,hip hop,100
ukhc,ukhc,100
hi-tech,hi-tech,100
dunedin sound,sound,94
seattle metal,metal,97
canti alpini,alpini,100
rap gaucho,hip hop,100
rap tuga underground,hip hop,99
traditional bluegrass,country,100
blackened crust,crust,100
norwegian doom metal,doom metal,100
italian metalcore,metalcore,91
rock paraibano,rock,100
canadian drill,drill,100
oslo indie,indie,100
d-beat,d-beat,100
italian post-hardcore,post-hardcore,100
darbuka,darbuka,100
french hardcore,hardcore,95
musica pernambucana,pernambucana,100
indonesian emo rap,emo,59
progressive thrash,thrash,100
jazz accordion,jazz,100
new wave of speed metal,metal,100
musica sul-mato-grossense,sul-mato-grossense,100
faroese rock,rock,100
musica jibara,jibara,100
louisville underground,underground,100
noisecore,noisecore,100
electronica venezuela,electro,100
musica calabrese,calabrese,100
australian classical,classical,99
swansea indie,indie,100
bosnian electronic,electro,100
russian power metal,power metal,100
bass trip,trip,100
deep psytrance,trance,100
disney norsk,norsk,100
swiss techno,techno,100
symphonic melodic death metal,death metal,100
icelandic metal,metal,100
finnish folk,folk,60
industrial hardcore,hardcore,100
kelowna bc indie,indie,100
poznan indie,indie,100
russian hardcore,hardcore,100
uk beatdown,beatdown,100
chilean metal,metal,100
nyc metal,metal,100
barnasogur,barnasogur,100
gnawa,gnawa,100
hip hop galsen,hip hop,100
erhu,erhu,100
uk diy punk,punk,100
coventry indie,indie,100
rock cearense,rock,100
singaporean indie,indie,100
harmonica jazz,jazz,100
orquesta tropical,tropical,100
chapman stick,stick,100
aarhus indie,indie,100
heavy gothic rock,rock,67
glitch beats,beats,100
deep ambient,ambient,100
reggae tico,reggae,99
musique mandingue,mandingue,100
polish folk,folk,100
bangladeshi indie,indie,64
estonian indie,indie,100
anthem,anthem,100
baja indie,indie,100
irish techno,techno,100
italian jazz fusion,jazz,100
dutch black metal,black metal,68
fado antigo,antigo,100
dessin anime,anime,100
japanese progressive house,house,100
drone ambient,ambient,100
spanish electropop,electro,100
german post-punk,punk,100
scottish americana,americana,100
japanese death metal,death metal,100
college marching band,band,100
musique mariage algerien,algerien,100
indiana indie,indie,100
cornish folk,folk,100
musica tradicional dominicana,dominicana,100
italian mandolin,mandolin,100
dutch experimental electronic,electro,100
brass ensemble,ensemble,100
sinogaze,sinogaze,100
ukrainian post-punk,punk,100
denver rap,hip hop,100
oth indie,indie,100
japanese post-punk,punk,100
australian death metal,death metal,100
dutch death metal,death metal,100
guam indie,indie,100
yorkshire folk,folk,99
spanish indie rock,rock,100
jug band,band,99
psytech,psytech,98
kaseko,kaseko,88
birthday,birthday,100
norwegian experimental,experimental,77
italian pop punk,punk,100
tibetan mantra,mantra,100
hindi worship,worship,100
finnish metalcore,metalcore,100
throat singing,singing,100
tennessee experimental,experimental,100
rap ecuatoriano,hip hop,100
murga,murga,100
boy pop,pop,100
syrian hip hop,hip hop,100
paraguayan indie,indie,100
finnish blues,blues,53
deep discofox,discofox,100
french oi,oi,100
mongolian hip hop,hip hop,100
ukrainian folk,folk,100
dub poetry,poetry,100
basel indie,indie,82
protest folk,folk,100
deep freestyle,freestyle,100
pasodobles,pasodobles,100
duduk,duduk,100
dutch musical,musical,100
outer hip hop,hip hop,100
progressive black metal,black metal,99
technical grindcore,grindcore,100
latvian rock,rock,74
togolese pop,pop,100
contemporary choir,choir,100
dansk lovsang,lovsang,100
balkan folk metal,metal,100
indie campechano,indie,100
muzica usoara,usoara,96
naat,naat,100
rap salvadoreno,hip hop,95
kenyan alternative,alternative,94
finnish modern jazz,jazz,88
limerick indie,indie,100
danish death metal,death metal,100
bulgarian electronic,electro,89
old school uk hip hop,hip hop,100
whale song,song,79
tamil indie,indie,75
indie salvadoreno,indie,100
aikatsu,aikatsu,90
mezmur,mezmur,100
franco-flemish school,school,100
bal-musette,bal-musette,100
fo jing,jing,100
viet instrumental,instrumental,100
classical mandolin,classical,100
german rockabilly,rock,99
haitian dance,dance,100
panamanian indie,indie,100
backing track,track,100
carnatic instrumental,instrumental,100
kashmiri pop,pop,100
canadian black metal,black metal,100
modular techno,techno,100
electronicore,electro,100
rock caipira,rock,100
north dakota indie,indie,100
greenlandic pop,pop,100
cardiff indie,indie,100
deep progressive house,house,96
nisiotika,nisiotika,100
shakuhachi,shakuhachi,100
portuguese indie rock,rock,71
post-punk latinoamericano,punk,100
jewish a capella,capella,100
rap catarinense,hip hop,100
avant-garde black metal,black metal,100
baroque ensemble,classical,100
bouyon,bouyon,100
icelandic black metal,black metal,100
grunneger muziek,muziek,85
norwegian hardcore,hardcore,84
slovak indie,indie,100
german post-rock,rock,100
gospel blues,blues,94
native american spiritual,spiritual,100
indie cantabria,indie,100
mexican death metal,death metal,99
screamocore,screamo,100
deep german punk,punk,99
rap abc paulista,hip hop,100
psychedelic jazz fusion,jazz,100
honky-tonk piano,piano,100
west-vlaamse hip hop,hip hop,100
norwegian psychedelic,psychedelic,100
icelandic jazz,jazz,100
mexican hardcore,hardcore,100
fado de coimbra,coimbra,100
steelpan,steelpan,100
heavy psych,psych,100
aggro chileno,chileno,100
kuduro antigo,antigo,100
portuguese jazz,jazz,99
classical saxophone,classical,100
japanese classical performance,classical,100
macedonian electronic,electro,100
finnish jazz,jazz,100
gospel drill,drill,100
slovenian metal,metal,91
cumbia funk,cumbia,93
bluegrass fiddle,country,100
musica etnica,etnica,99
blues-rock guitar,rock,100
comptine africaine,africaine,100
icelandic punk,punk,100
finnish post-punk,punk,96
bloco,bloco,79
musica andorra,andorra,100
persian neo-traditional,neo-traditional,61
minimal dubstep,dubstep,100
garage rock mexicano,rock,100
progressive technical death metal,death metal,100
steel guitar,guitar,100
belgian contemporary classical,classical,100
michigan folk,folk,100
polka,polka,100
austrian techno,techno,100
banda militar,militar,100
ambient industrial,ambient,100
nueva ola peruana,peruana,100
italian experimental,experimental,73
rio grande do sul indie,indie,99
jazz orchestra,jazz,99
taiwan classical performance,classical,100
progressive breaks,breaks,100
deep deep house,house,100
epic black metal,black metal,78
death doom,doom,100
peruvian metal,metal,100
xitsonga pop,pop,97
deep downtempo fusion,fusion,100
classical jazz fusion,jazz,100
swahili gospel,gospel,100
son jarocho,jarocho,100
basque folk,folk,100
thai metal,metal,100
actors,actors,100
medimeisterschaften,medimeisterschaften,100
israeli metal,metal,100
salay,salay,100
burundian pop,pop,100
deep melodic death metal,death metal,100
chennai indie,indie,100
hard glam,glam,100
belgian blues,blues,97
musica cearense,cearense,100
mexican traditional,traditional,91
metal catala,metal,92
deep g funk,funk,100
deep melodic hard rock,rock,100
portuguese black metal,black metal,72
georgian pop,pop,73
baltic folk,folk,100
maracatu,maracatu,70
mexican classical,classical,100
prank,prank,100
portuguese techno,techno,97
viola da gamba,gamba,100
old-time fiddle,fiddle,100
punk mexicano,punk,96
noel quebecois,quebecois,100
industrial black metal,black metal,100
samba gospel,gospel,100
italogaze,italogaze,100
zim hip hop,hip hop,60
kyrgyz pop,pop,100
acousmatic,acousmatic,100
malayalam worship,worship,89
wellington indie,indie,91
bornehistorier,bornehistorier,100
frankfurt indie,indie,97
rap potiguar,hip hop,94
finnish idol pop,pop,98
spanish progressive rock,rock,100
geinin song,song,100
cocuk masallari,masallari,65
japanoise,japanoise,100
derry indie,indie,99
traditional rockabilly,rock,100
australian jazz,jazz,100
scottish fiddle,fiddle,100
maloya,maloya,100
metal paranaense,metal,100
deep new wave,wave,100
jazzcore,jazz,100
merida indie,indie,100
mongolian folk,folk,100
scottish indie folk,folk,100
fallen angel,angel,100
algerian folk,folk,100
russian classical piano,classical,100
choro contemporaneo,contemporaneo,98
greek techno,techno,100
classic eurovision,eurovision,73
mizo pop,pop,100
missouri indie,indie,100
free folk,folk,100
polish psychedelia,psychedelia,100
juju,juju,99
string quartet,quartet,100
indie pop rock,rock,100
mexican experimental,experimental,100
finnish tango,tango,100
idol game,game,100
muzica populara,pop,100
swedish fiddle,fiddle,100
taiwanese pop,pop,100
australian techno,techno,95
colombian death metal,death metal,100
detski pesnichki,pesnichki,100
german hardcore,hardcore,100
black speed metal,metal,100
khmer,khmer,100
indian percussion,percussion,100
kritika,kritika,100
musica colombiana instrumental,instrumental,96
power noise,noise,100
swiss country,country,100
brass band brasileiro,brasileiro,93
punjabi folk,folk,97
japanese concert band,band,91
scottish gaelic folk,folk,66
telugu worship,worship,100
rap paraguayo,hip hop,100
italian library music,music,77
iowa indie,indie,100
south african metal,metal,100
musica wixarika,wixarika,100
cape breton folk,folk,100
belgian black metal,black metal,98
bandolim,bandolim,100
techno argentina,techno,99
myanmar indie,indie,89
indie canario,indie,100
siberian folk,folk,100
rap toscana,hip hop,100
medway sound,sound,100
telugu hip hop,hip hop,78
bohemian baroque,classical,100
dusseldorf indie,indie,100
folk siciliana,folk,100
triangle indie,indie,100
estonian folk,folk,98
greek folk,folk,100
spanish renaissance,renaissance,98
taiwan graduation song,song,99
salzburg indie,indie,100
south carolina metal,metal,100
mluvene slovo,slovo,80
historically informed performance,performance,100
gabonese pop,pop,100
via,via,100
indian violin,violin,74
assyrian pop,pop,100
gaita,gaita,100
yowapeda,yowapeda,100
nz hardcore,hardcore,100
unblack metal,black metal,100
greek indie rock,rock,100
austrian jazz,jazz,94
hungarian classical performance,classical,100
chaabi algerien,algerien,100
arpa grande,grande,90
christian deathcore,deathcore,100
ambient fusion,ambient,100
french stoner rock,rock,88
classic tunisian pop,pop,100
tavern,tavern,100
psicodelia mexicana,mexicana,95
indian techno,techno,100
musica campista,campista,100
oulu indie,indie,98
indian metal,metal,100
dutch punk,punk,100
flick hop,hop,100
jain bhajan,bhajan,100
concertina,concertina,100
garhwali pop,pop,100
forest black metal,black metal,100
australian post-punk,punk,100
danish experimental,experimental,93
houston indie,indie,100
san antonio indie,indie,96
cambodian rock,rock,100
luxembourgian pop,pop,93
finnish psychedelic rock,rock,93
guzheng,guzheng,90
australian post-rock,rock,97
irish accordion,accordion,100
ambient dub techno,techno,100
korean metal,metal,100
fussball,fussball,100
italian classical piano,classical,100
arpa paraguaya,paraguaya,98
chant basque,basque,100
melodic doom,doom,100
latvian electronic,electro,100
zim gospel,gospel,100
russian contemporary classical,classical,100
tsukiuta,tsukiuta,100
music hall,hall,100
turkmen pop,pop,100
musica indigena brasileira,brasileira,100
lagu manado,manado,100
balinese traditional,traditional,100
gamelan,gamelan,100
vocal ensemble,ensemble,47
nyckelharpa,nyckelharpa,100
traditional funk,funk,97
montana roots,roots,100
covertrance,trance,100
swedish classical,classical,100
grunge revival,grunge,96
aberdeen indie,indie,98
musica piauiense,piauiense,100
danish classical,classical,100
croatian metal,metal,100
rap euskera,hip hop,100
serbian alternative rock,rock,100
israeli punk,punk,100
haur kantak,kantak,100
nova musica amazonense,amazonense,100
dark progressive house,house,100
british brass band,band,73
polish post-rock,rock,100
classic bulgarian pop,pop,100
emoviolence,emo,100
university choir,choir,100
downtempo fusion,fusion,78
irish trap,trap,100
pune indie,indie,100
arab metal,metal,100
bern indie,indie,100
